#          x       x_err           y       y_err        freq           flux       flux_err       major   major_err       minor   minor_err          PA      PA_err             RA            Dec    velocity
#     arcsec      arcsec      arcsec      arcsec         GHz            mJy            mJy      arcsec      arcsec      arcsec      arcsec      degree      degree         degree         degree        km/s
      -1.850       0.000      -2.250       0.000     233.406   -1.02213E+01    5.29013E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     710.000
      -1.850       0.000      -2.250       0.000     233.398   -2.03465E+00    5.49361E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     720.000
      -1.850       0.000      -2.250       0.000     233.390   -1.61221E+00    5.31958E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     730.000
      -1.850       0.000      -2.250       0.000     233.383    1.11174E+00    5.43929E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     740.000
      -1.850       0.000      -2.250       0.000     233.375    3.66056E+00    5.54079E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     750.000
      -1.850       0.000      -2.250       0.000     233.367    5.67107E+00    5.53158E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     760.000
      -1.850       0.000      -2.250       0.000     233.359    5.02330E+00    5.40817E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     770.000
      -1.850       0.000      -2.250       0.000     233.351   -9.30608E-01    5.38291E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     780.000
      -1.850       0.000      -2.250       0.000     233.343    7.83743E+00    5.50448E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     790.000
      -1.850       0.000      -2.250       0.000     233.336   -1.62649E+00    5.50325E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     800.000
      -1.850       0.000      -2.250       0.000     233.328   -2.70132E-01    5.59310E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     810.000
      -1.850       0.000      -2.250       0.000     233.320    4.11907E+00    5.54303E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     820.000
      -1.850       0.000      -2.250       0.000     233.312   -1.09831E+00    5.43677E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     830.000
      -1.850       0.000      -2.250       0.000     233.304    1.63041E+00    5.55023E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     840.000
      -1.850       0.000      -2.250       0.000     233.297   -2.24205E+00    5.57985E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     850.000
      -1.850       0.000      -2.250       0.000     233.289   -1.14004E+01    5.49370E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     860.000
      -1.850       0.000      -2.250       0.000     233.281   -1.33333E+01    5.60394E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     870.000
      -1.850       0.000      -2.250       0.000     233.273   -3.08006E+00    5.66253E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     880.000
      -1.850       0.000      -2.250       0.000     233.265   -4.46719E+00    5.61147E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     890.000
      -1.850       0.000      -2.250       0.000     233.258    1.45263E+00    5.52597E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     900.000
      -1.850       0.000      -2.250       0.000     233.250   -1.28562E+01    5.72006E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     910.000
      -1.850       0.000      -2.250       0.000     233.242    3.51659E-01    5.73222E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     920.000
      -1.850       0.000      -2.250       0.000     233.234   -1.48385E+00    5.73845E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     930.000
      -1.850       0.000      -2.250       0.000     233.226   -2.15305E+00    5.77434E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     940.000
      -1.850       0.000      -2.250       0.000     233.219   -7.06196E+00    5.79195E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     950.000
      -1.850       0.000      -2.250       0.000     233.211   -3.19197E+00    5.73942E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     960.000
      -1.850       0.000      -2.250       0.000     233.203    1.74199E+00    5.74581E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     970.000
      -1.850       0.000      -2.250       0.000     233.195    2.16451E+00    5.71226E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     980.000
      -1.850       0.000      -2.250       0.000     233.187    3.31350E-01    5.80969E+00       1.000       0.000       0.000       0.000       0.000       0.000    150.0358582      2.3167350     990.000
